user_id,pattern,confidence,p1,p2,p3,p4,m1,m2,m3,e1,e2,e3,r1,r2,total_score,is_mixed_pattern,notes
D_VERIF_05,D,0.78,0,1,1,0,3,2,3,3,2,3,2,2,22,false,"Deep Verification: Focuses on checking AI accuracy rather than planning comprehensively, questions outputs thoroughly, verifies facts and claims, critical of AI results, evaluates reasoning quality"
D_VERIF_06,D,0.78,0,1,1,0,3,2,3,3,2,3,2,2,22,false,"Deep Verification: Focuses on checking AI accuracy rather than planning comprehensively, questions outputs thoroughly, verifies facts and claims, critical of AI results, evaluates reasoning quality"
D_CRIT_01,D,0.76,1,0,1,1,3,3,2,3,2,2,2,3,23,false,"Critical Inquiry: Questions AI suggestions without comprehensive planning, challenges assumptions, seeks deeper understanding, scrutinizes logic, skeptical but engaged"
D_CRIT_02,D,0.76,1,0,1,1,3,3,2,3,2,2,2,3,23,false,"Critical Inquiry: Questions AI suggestions without comprehensive planning, challenges assumptions, seeks deeper understanding, scrutinizes logic, skeptical but engaged"
D_CRIT_03,D,0.76,1,0,1,1,3,3,2,3,2,2,2,3,23,false,"Critical Inquiry: Questions AI suggestions without comprehensive planning, challenges assumptions, seeks deeper understanding, scrutinizes logic, skeptical but engaged"
D_CRIT_04,D,0.76,1,0,1,1,3,3,2,3,2,2,2,3,23,false,"Critical Inquiry: Questions AI suggestions without comprehensive planning, challenges assumptions, seeks deeper understanding, scrutinizes logic, skeptical but engaged"
D_CRIT_05,D,0.76,1,0,1,1,3,3,2,3,2,2,2,3,23,false,"Critical Inquiry: Questions AI suggestions without comprehensive planning, challenges assumptions, seeks deeper understanding, scrutinizes logic, skeptical but engaged"
D_CRIT_06,D,0.76,1,0,1,1,3,3,2,3,2,2,2,3,23,false,"Critical Inquiry: Questions AI suggestions without comprehensive planning, challenges assumptions, seeks deeper understanding, scrutinizes logic, skeptical but engaged"
D_MINPL_01,D,0.74,1,1,0,0,2,3,3,3,2,3,1,2,21,false,"Minimal Planning Verifier: Uses AI reactively without upfront planning, focuses on output verification, evaluates results carefully, critical checking without strategic preparation"
D_MINPL_02,D,0.74,1,1,0,0,2,3,3,3,2,3,1,2,21,false,"Minimal Planning Verifier: Uses AI reactively without upfront planning, focuses on output verification, evaluates results carefully, critical checking without strategic preparation"
D_MINPL_03,D,0.74,1,1,0,0,2,3,3,3,2,3,1,2,21,false,"Minimal Planning Verifier: Uses AI reactively without upfront planning, focuses on output verification, evaluates results carefully, critical checking without strategic preparation"
